Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers LLC
Statement,Data,BrokerAddress,"Two Pickwick Plaza, Greenwich, CT 06830"
Statement,Data,Title,Activity Statement
Statement,Data,Period,"January 1, 2018 - December 31, 2018"
Statement,Data,WhenGenerated,"2024-02-24, 03:02:08 EST"
Open Positions,Header,DataDiscriminator,Asset Category,Currency,Symbol,Open,Quantity,Mult,Cost Price,Cost Basis,Close Price,Value,Unrealized P/L,Code
Open Positions,Data,Summary,Stocks,USD,ACN,-,300,1,143.84987795,43154.963385,141.01,42303,-851.963385,
Open Positions,Data,Lot,Stocks,USD,ACN,"2018-12-21, 16:20:00",300,,143.84987795,43154.963385,141.01,42303,-851.963385,ST
Open Positions,Data,Summary,Stocks,USD,AGN,-,200,1,138.9078773,27781.57546,133.66,26732,-1049.57546,
Open Positions,Data,Lot,Stocks,USD,AGN,"2018-12-21, 16:20:00",200,,138.9078773,27781.57546,133.66,26732,-1049.57546,ST
Open Positions,Data,Summary,Stocks,USD,FDX,-,300,1,195.47488939,58642.466817,161.33,48399,-10243.466817,
Open Positions,Data,Lot,Stocks,USD,FDX,"2018-12-19, 16:20:00",300,,195.47488939,58642.466817,161.33,48399,-10243.466817,ST
Open Positions,Data,Summary,Stocks,USD,UPS,-,500,1,98.11367457,49056.837285,97.53,48765,-291.837285,
Open Positions,Data,Lot,Stocks,USD,UPS,"2018-12-28, 16:20:00",500,,98.11367457,49056.837285,97.53,48765,-291.837285,ST
Open Positions,Data,Summary,Stocks,USD,UTX,-,400,1,114.02487574,45609.950296,106.48,42592,-3017.950296,
Open Positions,Data,Lot,Stocks,USD,UTX,"2018-12-21, 16:20:00",400,,114.02487574,45609.950296,106.48,42592,-3017.950296,ST
Open Positions,Data,Summary,Stocks,USD,XRAY,-,1000,1,49.369912553,49369.912553,37.21,37210,-12159.912553,
Open Positions,Data,Lot,Stocks,USD,XRAY,"2018-04-20, 16:20:00",1000,,49.369912553,49369.912553,37.21,37210,-12159.912553,ST
Open Positions,Total,,Stocks,USD,,,,,,273615.705796,,246001,-27614.705796,
Open Positions,Header,DataDiscriminator,Asset Category,Currency,Symbol,Open,Quantity,Mult,Cost Price,Cost Basis,Close Price,Value,Unrealized P/L,Code
Open Positions,Data,Summary,Equity and Index Options,USD,ABBV 04JAN19 80.0 P,-,-6,100,0.62632881,-375.797286,0.0116,-6.96,368.837286,
Open Positions,Data,Lot,Equity and Index Options,USD,ABBV 04JAN19 80.0 P,"2018-12-06, 09:59:19",-6,,0.62632881,-375.797286,0.0116,-6.96,368.837286,ST
Open Positions,Data,Summary,Equity and Index Options,USD,ACN 04JAN19 145.0 C,-,-3,100,0.6006292,-180.18876,0.3688,-110.64,69.54876,
Open Positions,Data,Lot,Equity and Index Options,USD,ACN 04JAN19 145.0 C,"2018-12-31, 10:02:20",-3,,0.6006292,-180.18876,0.3688,-110.64,69.54876,ST
Open Positions,Data,Summary,Equity and Index Options,USD,AGN 04JAN19 140.0 C,-,-2,100,0.33633258,-67.266516,0.1996,-39.92,27.346516,
Open Positions,Data,Lot,Equity and Index Options,USD,AGN 04JAN19 140.0 C,"2018-12-31, 10:00:02",-2,,0.33633258,-67.266516,0.1996,-39.92,27.346516,ST
Open Positions,Data,Summary,Equity and Index Options,USD,AIG 04JAN19 35.0 P,-,-10,100,0.34633245,-346.33245,0.0422,-42.2,304.13245,
Open Positions,Data,Lot,Equity and Index Options,USD,AIG 04JAN19 35.0 P,"2018-12-06, 09:43:58",-5,,0.34633245,-173.166225,0.0422,-21.1,152.066225,ST
Open Positions,Data,Lot,Equity and Index Options,USD,AIG 04JAN19 35.0 P,"2018-12-06, 09:43:58",-5,,0.34633245,-173.166225,0.0422,-21.1,152.066225,ST
Open Positions,Data,Summary,Equity and Index Options,USD,AMGN 04JAN19 180.0 P,-,-3,100,1.4963175,-448.89525,0.158,-47.4,401.49525,
Open Positions,Data,Lot,Equity and Index Options,USD,AMGN 04JAN19 180.0 P,"2018-12-07, 10:37:12",-3,,1.4963175,-448.89525,0.158,-47.4,401.49525,ST
Open Positions,Data,Summary,Equity and Index Options,USD,AMZN 04JAN19 1410.0 P,-,-1,100,8.36202819,-836.202819,4.2547,-425.47,410.732819,
Open Positions,Data,Lot,Equity and Index Options,USD,AMZN 04JAN19 1410.0 P,"2018-12-11, 15:38:31",-1,,8.36202819,-836.202819,4.2547,-425.47,410.732819,ST
Open Positions,Data,Summary,Equity and Index Options,USD,AXP 04JAN19 97.5 P,-,-5,100,0.71632764,-358.16382,3.0521,-1526.05,-1167.88618,
Open Positions,Data,Lot,Equity and Index Options,USD,AXP 04JAN19 97.5 P,"2018-12-07, 14:58:23",-5,,0.71632764,-358.16382,3.0521,-1526.05,-1167.88618,ST
Open Positions,Data,Summary,Equity and Index Options,USD,BA 04JAN19 290.0 P,-,-2,100,2.98629813,-597.259626,0.2692,-53.84,543.419626,
Open Positions,Data,Lot,Equity and Index Options,USD,BA 04JAN19 290.0 P,"2018-12-07, 11:23:16",-2,,2.98629813,-597.259626,0.2692,-53.84,543.419626,ST
Open Positions,Data,Summary,Equity and Index Options,USD,BIIB 11JAN19 280.0 P,-,-2,100,1.86061282,-372.122564,2.1703,-434.06,-61.937436,
Open Positions,Data,Lot,Equity and Index Options,USD,BIIB 11JAN19 280.0 P,"2018-12-11, 15:55:00",-2,,1.86061282,-372.122564,2.1703,-434.06,-61.937436,ST
Open Positions,Data,Summary,Equity and Index Options,USD,BK 04JAN19 43.0 P,-,-10,100,0.2963331,-296.3331,0.0378,-37.8,258.5331,
Open Positions,Data,Lot,Equity and Index Options,USD,BK 04JAN19 43.0 P,"2018-12-06, 10:27:38",-10,,0.2963331,-296.3331,0.0378,-37.8,258.5331,ST
Open Positions,Data,Summary,Equity and Index Options,USD,BMY 04JAN19 48.0 P,-,-10,100,0.27633336,-276.33336,0.0585,-58.5,217.83336,
Open Positions,Data,Lot,Equity and Index Options,USD,BMY 04JAN19 48.0 P,"2018-12-11, 15:51:13",-10,,0.27633336,-276.33336,0.0585,-58.5,217.83336,ST
Open Positions,Data,Summary,Equity and Index Options,USD,C 04JAN19 54.5 P,-,-9,100,0.61632894,-554.696046,2.5434,-2289.06,-1734.363954,
