Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers
Statement,Data,Report Title,"Activity Statement January 1, 2021 - December 31, 2021"
Statement,Data,-,(Capital Market Segment / Futures & Options Segment / Currency Derivatives Segment)
Statement,Data,-,Interactive Brokers (India) Private Limited
Statement,Data,-,MEMBER OF NATIONAL STOCK EXCHANGE OF INDIA LTD.
Statement,Data,-,"SEBI Registration No. INZ000217730, Trading Member Code No. 12880"
Statement,Data,-,Compliance Officer: Bina Shah; Contact: +91-22-61289800; Email: compliance.in@interactivebrokers.com
Statement,Data,-,"Registered & Dealing Off: 502/A, Times Square, Andheri Kurla Road, Andheri East, Mumbai 400059"
Statement,Data,-,Telephone: +91-22-61289888 Fax: +91-22-61289898
Statement,Data,-,Email for investor grievances: help.in@interactivebrokers.com
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Exchange,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
Trades,Data,Order,Stocks,INR,SRFLTD,"2021-01-28, 07:00:00",-,125,5400,5370.55,-675000,-45.50375,675045.50375,0,-3681.25,A;O
Trades,Data,Trade,Stocks,INR,SRFLTD,"2021-01-28, 07:00:00",--,125,5400,5370.55,-675000,-45.50375,675045.50375,0,-3681.25,A;O
Trades,Data,Order,Stocks,INR,SRFLTD,"2021-02-01, 22:48:06",-,-120,5554.25375,5449.55,666510.45,-45.22826411,-641684.504411,24780.717323,12564.45,C;L;P
Trades,Data,Trade,Stocks,INR,SRFLTD,"2021-02-01, 22:48:06",NSE,-11,5554.25,5449.55,61096.75,-9.19200554,-58821.079571,2266.478423,1151.7,C;L;P
Trades,Data,ClosedLot,Stocks,INR,SRFLTD,2021-01-28,,11,5347.370870091,,,,58821.079571,2266.478423,,ST
Trades,Data,Trade,Stocks,INR,SRFLTD,"2021-02-01, 22:48:06",NSE,-17,5554.25,5449.55,94422.25,-14.20582801,-90905.304791,3502.73938,1779.9,C;L;P
Trades,Data,ClosedLot,Stocks,INR,SRFLTD,2021-01-28,,17,5347.370870059,,,,90905.304791,3502.73938,,ST
Trades,Data,Trade,Stocks,INR,SRFLTD,"2021-02-01, 22:48:06",NSE,-19,5554.25,5449.55,105530.75,-8.67323084,-101600.046532,3922.030237,1989.3,C;L;P
Trades,Data,ClosedLot,Stocks,INR,SRFLTD,2021-01-28,,19,5347.370870105,,,,101600.046532,3922.030237,,ST
Trades,Data,Trade,Stocks,INR,SRFLTD,"2021-02-01, 22:48:06",NSE,-9,5554.3,5449.55,49988.7,-1.62213332,-48126.337831,1860.740036,942.75,C;L;P
