Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers
Statement,Data,Report Title,"Activity Statement June 22, 2017 - December 29, 2017"
Statement,Data,-,(Capital Market Segment / Futures & Options Segment / Currency Derivatives Segment)
Statement,Data,-,Interactive Brokers (India) Private Limited
Statement,Data,-,MEMBER OF NATIONAL STOCK EXCHANGE OF INDIA LTD.
Statement,Data,-,"SEBI Registration No. INZ000217730, Trading Member Code No. 12880"
Statement,Data,-,Compliance Officer: Bina Shah; Contact: +91-22-61289800; Email: compliance.in@interactivebrokers.com
Statement,Data,-,"Registered & Dealing Off: 502/A, Times Square, Andheri Kurla Road, Andheri East, Mumbai 400059"
Statement,Data,-,Telephone: +91-22-61289888 Fax: +91-22-61289898
Statement,Data,-,Email for investor grievances: help.in@interactivebrokers.com
Open Positions,Header,DataDiscriminator,Asset Category,Currency,Symbol,Open,Quantity,Mult,Cost Price,Cost Basis,Close Price,Value,Unrealized P/L,Code
Open Positions,Data,Summary,Equity and Index Options,INR,AXISBANK 25JAN18 610.0 C,-,-9600,1,2.794433667,-26826.5632,4.15,-39840,-13013.4368,
Open Positions,Data,Lot,Equity and Index Options,INR,AXISBANK 25JAN18 610.0 C,"2017-12-28, 23:20:42",-1200,,2.796892,-3356.2704,4.15,-4980,-1623.7296,ST
Open Positions,Data,Lot,Equity and Index Options,INR,AXISBANK 25JAN18 610.0 C,"2017-12-28, 23:16:40",-3600,,2.796892,-10068.8112,4.15,-14940,-4871.1888,ST
Open Positions,Data,Lot,Equity and Index Options,INR,AXISBANK 25JAN18 610.0 C,"2017-12-28, 23:16:28",-4800,,2.791975333,-13401.4816,4.15,-19920,-6518.5184,ST
Open Positions,Data,Summary,Equity and Index Options,INR,GRANULES 25JAN18 160.0 C,-,-40000,1,1.098189,-43927.56,1,-40000,3927.56,
Open Positions,Data,Lot,Equity and Index Options,INR,GRANULES 25JAN18 160.0 C,"2017-12-28, 22:46:47",-20000,,1.098779,-21975.58,1,-20000,1975.58,ST
Open Positions,Data,Lot,Equity and Index Options,INR,GRANULES 25JAN18 160.0 C,"2017-12-28, 22:46:20",-20000,,1.097599,-21951.98,1,-20000,1951.98,ST
Open Positions,Data,Summary,Equity and Index Options,INR,HCC 25JAN18 52.5 C,-,-15000,1,0.497871667,-7468.075,0.4,-6000,1468.075,
Open Positions,Data,Lot,Equity and Index Options,INR,HCC 25JAN18 52.5 C,"2017-12-27, 22:47:05",-15000,,0.497871667,-7468.075,0.4,-6000,1468.075,ST
Open Positions,Data,Summary,Equity and Index Options,INR,IFCI 25JAN18 35.0 C,-,-176000,1,0.549255409,-96668.952,1.2,-211200,-114531.048,
Open Positions,Data,Lot,Equity and Index Options,INR,IFCI 25JAN18 35.0 C,"2017-12-28, 22:45:22",-22000,,0.5493895,-12086.569,1.2,-26400,-14313.431,ST
Open Positions,Data,Lot,Equity and Index Options,INR,IFCI 25JAN18 35.0 C,"2017-12-28, 22:45:21",-22000,,0.5493895,-12086.569,1.2,-26400,-14313.431,ST
Open Positions,Data,Lot,Equity and Index Options,INR,IFCI 25JAN18 35.0 C,"2017-12-28, 22:45:16",-22000,,0.5493895,-12086.569,1.2,-26400,-14313.431,ST
Open Positions,Data,Lot,Equity and Index Options,INR,IFCI 25JAN18 35.0 C,"2017-12-28, 22:45:13",-22000,,0.548316773,-12062.969,1.2,-26400,-14337.031,ST
Open Positions,Data,Lot,Equity and Index Options,INR,IFCI 25JAN18 35.0 C,"2017-12-28, 22:45:13",-88000,,0.5493895,-48346.276,1.2,-105600,-57253.724,ST
Open Positions,Data,Summary,Equity and Index Options,INR,INFY 25JAN18 1140.0 C,-,-3600,1,5.337505944,-19215.0214,6.25,-22500,-3284.9786,
Open Positions,Data,Lot,Equity and Index Options,INR,INFY 25JAN18 1140.0 C,"2017-12-28, 23:57:05",-600,,5.3440615,-3206.4369,6.25,-3750,-543.5631,ST
Open Positions,Data,Lot,Equity and Index Options,INR,INFY 25JAN18 1140.0 C,"2017-12-28, 23:56:11",-600,,5.3440615,-3206.4369,6.25,-3750,-543.5631,ST
Open Positions,Data,Lot,Equity and Index Options,INR,INFY 25JAN18 1140.0 C,"2017-12-28, 23:56:00",-1200,,5.3440615,-6412.8738,6.25,-7500,-1087.1262,ST
Open Positions,Data,Lot,Equity and Index Options,INR,INFY 25JAN18 1140.0 C,"2017-12-28, 23:55:18",-600,,5.3440615,-3206.4369,6.25,-3750,-543.5631,ST
Open Positions,Data,Lot,Equity and Index Options,INR,INFY 25JAN18 1140.0 C,"2017-12-28, 23:41:51",-600,,5.304728167,-3182.8369,6.25,-3750,-567.1631,ST
Open Positions,Data,Summary,Equity and Index Options,INR,IOC 25JAN18 360.0 P,-,-9000,1,2.244880278,-20203.9225,1.9,-17100,3103.9225,
Open Positions,Data,Lot,Equity and Index Options,INR,IOC 25JAN18 360.0 P,"2017-12-29, 01:28:21",-6000,,2.2475025,-13485.015,1.9,-11400,2085.015,ST
Open Positions,Data,Lot,Equity and Index Options,INR,IOC 25JAN18 360.0 P,"2017-12-29, 01:27:38",-1500,,2.2475025,-3371.25375,1.9,-2850,521.25375,ST
Open Positions,Data,Lot,Equity and Index Options,INR,IOC 25JAN18 360.0 P,"2017-12-29, 01:27:13",-1500,,2.231769167,-3347.65375,1.9,-2850,497.65375,ST
Open Positions,Data,Summary,Equity and Index Options,INR,JPASSOCIA 25JAN18 30.0 C,-,-238000,1,0.49934584,-118844.31,1.5,-357000,-238155.69,
Open Positions,Data,Lot,Equity and Index Options,INR,JPASSOCIA 25JAN18 30.0 C,"2017-12-28, 22:45:47",-68000,,0.499445,-33962.26,1.5,-102000,-68037.74,ST
Open Positions,Data,Lot,Equity and Index Options,INR,JPASSOCIA 25JAN18 30.0 C,"2017-12-28, 22:45:44",-68000,,0.499445,-33962.26,1.5,-102000,-68037.74,ST
Open Positions,Data,Lot,Equity and Index Options,INR,JPASSOCIA 25JAN18 30.0 C,"2017-12-28, 22:45:43",-68000,,0.499445,-33962.26,1.5,-102000,-68037.74,ST
Open Positions,Data,Lot,Equity and Index Options,INR,JPASSOCIA 25JAN18 30.0 C,"2017-12-28, 22:45:01",-34000,,0.498750882,-16957.53,1.5,-51000,-34042.47,ST
Open Positions,Data,Summary,Equity and Index Options,INR,JSWENERGY 25JAN18 110.0 C,-,-8500,1,0.746391029,-6344.32375,0.65,-5525,819.32375,
Open Positions,Data,Lot,Equity and Index Options,INR,JSWENERGY 25JAN18 110.0 C,"2017-12-29, 04:08:42",-8500,,0.746391029,-6344.32375,0.65,-5525,819.32375,ST
Open Positions,Data,Summary,Equity and Index Options,INR,JUBLFOOD 25JAN18 1950.0 C,-,-4000,1,20.2216225,-80886.49,21.05,-84200,-3313.51,
Open Positions,Data,Lot,Equity and Index Options,INR,JUBLFOOD 25JAN18 1950.0 C,"2017-12-27, 23:08:58",-500,,20.2275225,-10113.76125,21.05,-10525,-411.23875,ST
Open Positions,Data,Lot,Equity and Index Options,INR,JUBLFOOD 25JAN18 1950.0 C,"2017-12-27, 22:53:20",-500,,20.2275225,-10113.76125,21.05,-10525,-411.23875,ST
Open Positions,Data,Lot,Equity and Index Options,INR,JUBLFOOD 25JAN18 1950.0 C,"2017-12-27, 22:53:08",-500,,20.2275225,-10113.76125,21.05,-10525,-411.23875,ST
Open Positions,Data,Lot,Equity and Index Options,INR,JUBLFOOD 25JAN18 1950.0 C,"2017-12-27, 22:48:39",-500,,20.2275225,-10113.76125,21.05,-10525,-411.23875,ST
Open Positions,Data,Lot,Equity and Index Options,INR,JUBLFOOD 25JAN18 1950.0 C,"2017-12-27, 22:48:39",-500,,20.2275225,-10113.76125,21.05,-10525,-411.23875,ST
Open Positions,Data,Lot,Equity and Index Options,INR,JUBLFOOD 25JAN18 1950.0 C,"2017-12-27, 22:48:34",-1000,,20.2039225,-20203.9225,21.05,-21050,-846.0775,ST
Open Positions,Data,Lot,Equity and Index Options,INR,JUBLFOOD 25JAN18 1950.0 C,"2017-12-27, 22:48:34",-500,,20.2275225,-10113.76125,21.05,-10525,-411.23875,ST
Open Positions,Data,Summary,Equity and Index Options,INR,KTKBANK 25JAN18 135.0 P,-,-30400,1,0.948169184,-28824.3432,0.8,-24320,4504.3432,
Open Positions,Data,Lot,Equity and Index Options,INR,KTKBANK 25JAN18 135.0 P,"2017-12-28, 22:56:17",-3800,,0.9489455,-3605.9929,0.8,-3040,565.9929,ST
Open Positions,Data,Lot,Equity and Index Options,INR,KTKBANK 25JAN18 135.0 P,"2017-12-28, 22:56:04",-3800,,0.9489455,-3605.9929,0.8,-3040,565.9929,ST
Open Positions,Data,Lot,Equity and Index Options,INR,KTKBANK 25JAN18 135.0 P,"2017-12-28, 22:56:00",-3800,,0.9489455,-3605.9929,0.8,-3040,565.9929,ST
Open Positions,Data,Lot,Equity and Index Options,INR,KTKBANK 25JAN18 135.0 P,"2017-12-28, 22:55:15",-3800,,0.9489455,-3605.9929,0.8,-3040,565.9929,ST
Open Positions,Data,Lot,Equity and Index Options,INR,KTKBANK 25JAN18 135.0 P,"2017-12-28, 22:54:48",-3800,,0.9489455,-3605.9929,0.8,-3040,565.9929,ST
Open Positions,Data,Lot,Equity and Index Options,INR,KTKBANK 25JAN18 135.0 P,"2017-12-28, 22:54:34",-3800,,0.9489455,-3605.9929,0.8,-3040,565.9929,ST
Open Positions,Data,Lot,Equity and Index Options,INR,KTKBANK 25JAN18 135.0 P,"2017-12-28, 22:54:28",-7600,,0.945840237,-7188.3858,0.8,-6080,1108.3858,ST
Open Positions,Data,Summary,Equity and Index Options,INR,LT 25JAN18 1360.0 C,-,-6750,1,6.289510704,-42454.19725,5,-33750,8704.19725,
Open Positions,Data,Lot,Equity and Index Options,INR,LT 25JAN18 1360.0 C,"2017-12-28, 22:46:35",-3750,,6.293007,-23598.77625,5,-18750,4848.77625,ST
Open Positions,Data,Lot,Equity and Index Options,INR,LT 25JAN18 1360.0 C,"2017-12-28, 22:46:23",-750,,6.293007,-4719.75525,5,-3750,969.75525,ST
Open Positions,Data,Lot,Equity and Index Options,INR,LT 25JAN18 1360.0 C,"2017-12-28, 22:46:23",-750,,6.293007,-4719.75525,5,-3750,969.75525,ST
Open Positions,Data,Lot,Equity and Index Options,INR,LT 25JAN18 1360.0 C,"2017-12-28, 22:46:23",-750,,6.293007,-4719.75525,5,-3750,969.75525,ST
Open Positions,Data,Lot,Equity and Index Options,INR,LT 25JAN18 1360.0 C,"2017-12-28, 22:45:25",-750,,6.261540333,-4696.15525,5,-3750,946.15525,ST
Open Positions,Data,Summary,Equity and Index Options,INR,RPOWER 25JAN18 55.0 C,-,-104000,1,0.798885077,-83084.048,1.95,-202800,-119715.952,
Open Positions,Data,Lot,Equity and Index Options,INR,RPOWER 25JAN18 55.0 C,"2017-12-28, 02:29:43",-91000,,0.799112,-72719.192,1.95,-177450,-104730.808,ST
Open Positions,Data,Lot,Equity and Index Options,INR,RPOWER 25JAN18 55.0 C,"2017-12-28, 02:29:35",-13000,,0.797296615,-10364.856,1.95,-25350,-14985.144,ST
Open Positions,Data,Summary,Equity and Index Options,INR,WOCKPHARM 25JAN18 1080.0 C,-,-6300,1,5.240426468,-33014.68675,9.8,-61740,-28725.31325,
Open Positions,Data,Lot,Equity and Index Options,INR,WOCKPHARM 25JAN18 1080.0 C,"2017-12-28, 22:45:13",-900,,5.2441725,-4719.75525,9.8,-8820,-4100.24475,ST
Open Positions,Data,Lot,Equity and Index Options,INR,WOCKPHARM 25JAN18 1080.0 C,"2017-12-28, 22:45:01",-1800,,5.231061389,-9415.9105,9.8,-17640,-8224.0895,ST
Open Positions,Data,Lot,Equity and Index Options,INR,WOCKPHARM 25JAN18 1080.0 C,"2017-12-28, 22:45:01",-3600,,5.2441725,-18879.021,9.8,-35280,-16400.979,ST
Open Positions,Total,,Equity and Index Options,INR,,,,,,-607762.49305,,-1105975,-498212.50695,
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Exchange,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
Trades,Data,Order,Equity and Index Options,INR,ADANIPORT 31AUG17 450.0 C,"2017-08-06, 23:45:31",-,"-2,500",2.7,3.5,6750,-31.0925,-6718.9075,0,-2000,O
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 31AUG17 450.0 C,"2017-08-06, 23:45:31",NSE,"-2,500",2.7,3.5,6750,-31.0925,-6718.9075,0,-2000,O
Trades,Data,Order,Equity and Index Options,INR,ADANIPORT 31AUG17 450.0 C,"2017-08-18, 01:20:12",-,"2,500",0.4,0.45,-1000,-24.21,6718.9075,5694.6975,125,C
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 31AUG17 450.0 C,"2017-08-18, 01:20:12",NSE,"2,500",0.4,0.45,-1000,-24.21,6718.9075,5694.6975,125,C
Trades,Data,ClosedLot,Equity and Index Options,INR,ADANIPORT 31AUG17 450.0 C,2017-08-06,,-2500,2.687563,,,,-6718.9075,5694.6975,,ST
Trades,SubTotal,,Equity and Index Options,INR,ADANIPORT 31AUG17 450.0 C,,,0,,,5750,-55.3025,0,5694.6975,-1875,
Trades,Data,Order,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,"2017-12-01, 04:09:24",-,"-17,500",2.25,2.75,39375,-67.30625,-39307.69375,0,-8750,O;P
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,"2017-12-01, 04:09:24",NSE,"-2,500",2.25,2.75,5625,-29.84375,-5595.15625,0,-1250,O;P
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,"2017-12-01, 04:10:00",NSE,"-2,500",2.25,2.75,5625,-6.24375,-5618.75625,0,-1250,O;P
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,"2017-12-01, 04:15:36",NSE,"-2,500",2.25,2.75,5625,-6.24375,-5618.75625,0,-1250,O;P
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,"2017-12-01, 04:15:36",NSE,"-2,500",2.25,2.75,5625,-6.24375,-5618.75625,0,-1250,O;P
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,"2017-12-01, 04:20:51",NSE,"-7,500",2.25,2.75,16875,-18.73125,-16856.26875,0,-3750,O;P
Trades,Data,Order,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,"2017-12-18, 01:40:37",-,"10,000",0.3,0.5,-3000,-25.43,22451.425,19425.995,2000,C;P
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,"2017-12-18, 01:40:37",NSE,"5,000",0.3,0.5,-1500,-24.515,11213.9125,9689.3975,1000,C;P
Trades,Data,ClosedLot,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,2017-12-01,,-5000,2.2427825,,,,-11213.9125,9689.3975,,ST
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,"2017-12-18, 02:22:15",NSE,"5,000",0.3,0.5,-1500,-0.915,11237.5125,9736.5975,1000,C;P
Trades,Data,ClosedLot,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,2017-12-01,,-5000,2.2475025,,,,-11237.5125,9736.5975,,ST
Trades,Data,Order,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,"2017-12-18, 23:22:20",-,"7,500",0.3,0.25,-2250,-24.9725,16856.26875,14581.29625,-375,C;P
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,"2017-12-18, 23:22:20",NSE,"2,500",0.3,0.25,-750,-24.0575,5618.75625,4844.69875,-125,C;P
Trades,Data,ClosedLot,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,2017-12-01,,-2500,2.2475025,,,,-5618.75625,4844.69875,,ST
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,"2017-12-18, 23:30:07",NSE,"2,500",0.3,0.25,-750,-0.4575,5618.75625,4868.29875,-125,C;P
Trades,Data,ClosedLot,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,2017-12-01,,-2500,2.2475025,,,,-5618.75625,4868.29875,,ST
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,"2017-12-19, 04:11:20",NSE,"2,500",0.3,0.25,-750,-0.4575,5618.75625,4868.29875,-125,C;P
Trades,Data,ClosedLot,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,2017-12-01,,-2500,2.2475025,,,,-5618.75625,4868.29875,,ST
Trades,SubTotal,,Equity and Index Options,INR,ADANIPORT 28DEC17 350.0 P,,,0,,,34125,-117.70875,0,34007.29125,-7125,
Trades,Data,Order,Equity and Index Options,INR,ADANIPORT 27JUL17 400.0 C,"2017-07-24, 04:59:26",-,"-15,000",1.4,1.25,21000,-46.91,-20953.09,0,2250,O;P
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 27JUL17 400.0 C,"2017-07-24, 04:59:26",NSE,"-5,000",1.4,1.25,7000,-31.37,-6968.63,0,750,O;P
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 27JUL17 400.0 C,"2017-07-24, 04:59:27",NSE,"-10,000",1.4,1.25,14000,-15.54,-13984.46,0,1500,O;P
Trades,Data,Order,Equity and Index Options,INR,ADANIPORT 27JUL17 400.0 C,"2017-07-27, 07:00:00",-,"15,000",0,0,0,0,20953.09,20953.09,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 27JUL17 400.0 C,"2017-07-27, 07:00:00",--,"15,000",0,0,0,0,20953.09,20953.09,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,ADANIPORT 27JUL17 400.0 C,2017-07-24,,-15000,1.396872667,,,,-20953.09,20953.09,,ST
Trades,SubTotal,,Equity and Index Options,INR,ADANIPORT 27JUL17 400.0 C,,,0,,,21000,-46.91,0,20953.09,2250,
Trades,Data,Order,Equity and Index Options,INR,ADANIPORT 30NOV17 380.0 P,"2017-11-26, 23:08:36",-,"-17,500",0.75,0.55,13125,-38.16875,-13086.83125,0,3500,O;P
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 30NOV17 380.0 P,"2017-11-26, 23:08:36",NSE,"-5,000",0.75,0.55,3750,-27.7625,-3722.2375,0,1000,O;P
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 30NOV17 380.0 P,"2017-11-26, 23:09:20",NSE,"-5,000",0.75,0.55,3750,-4.1625,-3745.8375,0,1000,O;P
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 30NOV17 380.0 P,"2017-11-26, 23:09:41",NSE,"-2,500",0.75,0.55,1875,-2.08125,-1872.91875,0,500,O;P
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 30NOV17 380.0 P,"2017-11-26, 23:33:54",NSE,"-5,000",0.75,0.55,3750,-4.1625,-3745.8375,0,1000,O;P
Trades,Data,Order,Equity and Index Options,INR,ADANIPORT 30NOV17 380.0 P,"2017-11-30, 07:00:00",-,"17,500",0,0,0,0,13086.83125,13086.83125,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,ADANIPORT 30NOV17 380.0 P,"2017-11-30, 07:00:00",--,"17,500",0,0,0,0,13086.83125,13086.83125,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,ADANIPORT 30NOV17 380.0 P,2017-11-26,,-17500,0.747818929,,,,-13086.83125,13086.83125,,ST
Trades,SubTotal,,Equity and Index Options,INR,ADANIPORT 30NOV17 380.0 P,,,0,,,13125,-38.16875,0,13086.83125,3500,
Trades,Data,Order,Equity and Index Options,INR,APOLLOHOS 30NOV17 880.0 P,"2017-11-14, 00:13:58",-,"-3,000",4.6,1.85,13800,-38.918,-13761.082,0,8250,O;P
Trades,Data,Trade,Equity and Index Options,INR,APOLLOHOS 30NOV17 880.0 P,"2017-11-14, 00:13:58",NSE,-500,4.6,1.85,2300,-26.153,-2273.847,0,1375,O;P
Trades,Data,Trade,Equity and Index Options,INR,APOLLOHOS 30NOV17 880.0 P,"2017-11-14, 00:14:01",NSE,-500,4.6,1.85,2300,-2.553,-2297.447,0,1375,O;P
Trades,Data,Trade,Equity and Index Options,INR,APOLLOHOS 30NOV17 880.0 P,"2017-11-14, 00:14:05",NSE,-500,4.6,1.85,2300,-2.553,-2297.447,0,1375,O;P
Trades,Data,Trade,Equity and Index Options,INR,APOLLOHOS 30NOV17 880.0 P,"2017-11-14, 00:14:05",NSE,-500,4.6,1.85,2300,-2.553,-2297.447,0,1375,O;P
Trades,Data,Trade,Equity and Index Options,INR,APOLLOHOS 30NOV17 880.0 P,"2017-11-14, 00:14:05",NSE,-500,4.6,1.85,2300,-2.553,-2297.447,0,1375,O;P
Trades,Data,Trade,Equity and Index Options,INR,APOLLOHOS 30NOV17 880.0 P,"2017-11-14, 00:14:08",NSE,-500,4.6,1.85,2300,-2.553,-2297.447,0,1375,O;P
Trades,Data,Order,Equity and Index Options,INR,APOLLOHOS 30NOV17 880.0 P,"2017-11-29, 22:52:46",-,"3,000",0.05,0,-150,-23.6915,13761.082,13587.3905,-150,C;P
Trades,Data,Trade,Equity and Index Options,INR,APOLLOHOS 30NOV17 880.0 P,"2017-11-29, 22:52:46",NSE,"1,000",0.05,0,-50,-23.6305,4571.294,4497.6635,-50,C;P
Trades,Data,ClosedLot,Equity and Index Options,INR,APOLLOHOS 30NOV17 880.0 P,2017-11-14,,-1000,4.571294,,,,-4571.294,4497.6635,,ST
Trades,Data,Trade,Equity and Index Options,INR,APOLLOHOS 30NOV17 880.0 P,"2017-11-29, 23:42:30",NSE,500,0.05,0,-25,-0.01525,2297.447,2272.43175,-25,C;P
Trades,Data,ClosedLot,Equity and Index Options,INR,APOLLOHOS 30NOV17 880.0 P,2017-11-14,,-500,4.594894,,,,-2297.447,2272.43175,,ST
Trades,Data,Trade,Equity and Index Options,INR,APOLLOHOS 30NOV17 880.0 P,"2017-11-29, 23:51:10",NSE,"1,500",0.05,0,-75,-0.04575,6892.341,6817.29525,-75,C;P
Trades,Data,ClosedLot,Equity and Index Options,INR,APOLLOHOS 30NOV17 880.0 P,2017-11-14,,-1500,4.594894,,,,-6892.341,6817.29525,,ST
Trades,SubTotal,,Equity and Index Options,INR,APOLLOHOS 30NOV17 880.0 P,,,0,,,13650,-62.6095,0,13587.3905,8100,
Trades,Data,Order,Equity and Index Options,INR,ARVIND 30NOV17 470.0 C,"2017-11-22, 22:55:01",-,"-18,000",1.5,0.95,27000,-53.57,-26946.43,0,9900,O;P
Trades,Data,Trade,Equity and Index Options,INR,ARVIND 30NOV17 470.0 C,"2017-11-22, 22:55:01",NSE,"-2,000",1.5,0.95,3000,-26.93,-2973.07,0,1100,O;P
Trades,Data,Trade,Equity and Index Options,INR,ARVIND 30NOV17 470.0 C,"2017-11-22, 22:55:03",NSE,"-2,000",1.5,0.95,3000,-3.33,-2996.67,0,1100,O;P
Trades,Data,Trade,Equity and Index Options,INR,ARVIND 30NOV17 470.0 C,"2017-11-22, 22:55:05",NSE,"-2,000",1.5,0.95,3000,-3.33,-2996.67,0,1100,O;P
Trades,Data,Trade,Equity and Index Options,INR,ARVIND 30NOV17 470.0 C,"2017-11-22, 22:55:06",NSE,"-2,000",1.5,0.95,3000,-3.33,-2996.67,0,1100,O;P
Trades,Data,Trade,Equity and Index Options,INR,ARVIND 30NOV17 470.0 C,"2017-11-22, 22:56:45",NSE,"-2,000",1.5,0.95,3000,-3.33,-2996.67,0,1100,O;P
Trades,Data,Trade,Equity and Index Options,INR,ARVIND 30NOV17 470.0 C,"2017-11-22, 22:56:53",NSE,"-4,000",1.5,0.95,6000,-6.66,-5993.34,0,2200,O;P
Trades,Data,Trade,Equity and Index Options,INR,ARVIND 30NOV17 470.0 C,"2017-11-22, 22:56:56",NSE,"-4,000",1.5,0.95,6000,-6.66,-5993.34,0,2200,O;P
