Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers
Statement,Data,Report Title,"Activity Statement January 1, 2020 - December 31, 2020"
Statement,Data,-,(Capital Market Segment / Futures & Options Segment / Currency Derivatives Segment)
Statement,Data,-,Interactive Brokers (India) Private Limited
Statement,Data,-,MEMBER OF NATIONAL STOCK EXCHANGE OF INDIA LTD.
Statement,Data,-,"SEBI Registration No. INZ000217730, Trading Member Code No. 12880"
Statement,Data,-,Compliance Officer: Bina Shah; Contact: +91-22-61289800; Email: compliance.in@interactivebrokers.com
Statement,Data,-,"Registered & Dealing Off: 502/A, Times Square, Andheri Kurla Road, Andheri East, Mumbai 400059"
Statement,Data,-,Telephone: +91-22-61289888 Fax: +91-22-61289898
Statement,Data,-,Email for investor grievances: help.in@interactivebrokers.com
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Exchange,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
Trades,Data,Order,Stocks,INR,ACL,"2020-09-24, 07:00:00",-,"3,000",200,198.25,-600000,-26.61,600026.61,0,-5250,A;O
Trades,Data,Trade,Stocks,INR,ACL,"2020-09-24, 07:00:00",--,"3,000",200,198.25,-600000,-26.61,600026.61,0,-5250,A;O
Trades,Data,Order,Stocks,INR,ACL,"2020-09-29, 01:56:29",-,"-3,000",214.356833333,216.65,643070.5,-48.26175369,-597984.499,45037.739245,-6879.5,C;L;P
Trades,Data,Trade,Stocks,INR,ACL,"2020-09-29, 01:56:29",NSE,-192,214.55,216.65,41193.6,-8.65977456,-38271.007936,2913.932289,-403.2,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ACL,2020-09-24,,192,199.328166333,,,,38271.007936,2913.932289,,ST
Trades,Data,Trade,Stocks,INR,ACL,"2020-09-29, 01:56:29",NSE,-50,214.55,216.65,10727.5,-0.41139963,-9966.408317,760.680284,-105,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ACL,2020-09-24,,50,199.32816634,,,,9966.408317,760.680284,,ST
Trades,Data,Trade,Stocks,INR,ACL,"2020-09-29, 01:56:31",NSE,-500,214.5,216.65,107250,-15.8152275,-99664.083167,7570.101606,-1075,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ACL,2020-09-24,,500,199.328166334,,,,99664.083167,7570.101606,,ST
Trades,Data,Trade,Stocks,INR,ACL,"2020-09-29, 01:56:31",NSE,-50,214.5,216.65,10725,-1.67685375,-9966.408317,756.91483,-107.5,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ACL,2020-09-24,,50,199.32816634,,,,9966.408317,756.91483,,ST
Trades,Data,Trade,Stocks,INR,ACL,"2020-09-29, 01:56:32",NSE,-552,214.3,216.65,118293.6,-8.08881956,-110029.147816,8256.363364,-1297.2,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ACL,2020-09-24,,552,199.328166333,,,,110029.147816,8256.363364,,ST
Trades,Data,Trade,Stocks,INR,ACL,"2020-09-29, 01:56:32",NSE,-210,214.3,216.65,45003,-1.72586505,-41858.91493,3142.359205,-493.5,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ACL,2020-09-24,,210,199.328166333,,,,41858.91493,3142.359205,,ST
Trades,Data,Trade,Stocks,INR,ACL,"2020-09-29, 01:56:32",NSE,-1,214.3,216.65,214.3,-0.00821841,-199.328166,14.963615,-2.35,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ACL,2020-09-24,,1,199.328166,,,,199.328166,14.963615,,ST
Trades,Data,Trade,Stocks,INR,ACL,"2020-09-29, 01:56:32",NSE,-234,214.3,216.65,50146.2,-1.92310677,-46642.790922,3501.485971,-549.9,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ACL,2020-09-24,,234,199.328166333,,,,46642.790922,3501.485971,,ST
Trades,Data,Trade,Stocks,INR,ACL,"2020-09-29, 01:56:32",NSE,-1,214.3,216.65,214.3,-0.00821841,-199.328166,14.963615,-2.35,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ACL,2020-09-24,,1,199.328166,,,,199.328166,14.963615,,ST
Trades,Data,Trade,Stocks,INR,ACL,"2020-09-29, 01:56:34",NSE,-700,214.3,216.65,150010,-5.7528835,-139529.716433,10474.530683,-1645,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ACL,2020-09-24,,700,199.328166333,,,,139529.716433,10474.530683,,ST
